country,order_price,cost,date,category,sales_manager,sales_rep,device_type,order_id,profit,month,year
France,164243.32,134121.1,2019-05-20,Smartphones,Othello Bowes,Amelina Piscopiello,PC,38-2806168,30122.22,5,2019
UK,152865.34,121130.5,2020-06-12,Clothing,Jessamine Apark,Genevra Charrisson,PC,97-5905883,31734.839999999997,6,2020
Ireland,119819.37,105441.05,2020-07-12,Smartphones,Glenine Suttaby,Palm Wetherald,PC,29-3662564,14378.319999999992,7,2020
Germany,190100.96,160749.37,2019-12-20,Electronics,Rickard Doogood,Casie MacBain,PC,38-8840357,29351.589999999997,12,2019
Denmark,39287.29,31708.77,2019-03-15,Games,Modestia Byfford,Cobby Andersen,PC,03-8586261,7578.52,3,2019
Portugal,105340.85,87285.43,2020-08-18,Books,Celine Tumasian,Brynn Dempster,PC,80-1894360,18055.420000000013,8,2020
France,57333.85,46308.55,2020-10-24,Other,Othello Bowes,Amelina Piscopiello,PC,35-9605742,11025.299999999996,10,2020
France,57348.43,47587.73,2019-12-01,Clothing,Othello Bowes,Crysta Halls,PC,73-6329299,9760.699999999997,12,2019
UK,24543.72,19492.62,2019-03-22,Clothing,Jessamine Apark,Jay Morefield,PC,53-0615558,5051.100000000002,3,2019
Sweden,30166.93,24658.45,2019-11-29,Appliances,Maxie Marrow,Tarrah Castelletti,PC,97-1288901,5508.48,11,2019
Portugal,253580.08,212449.39,2020-06-07,Games,Celine Tumasian,Brynn Dempster,PC,51-0837613,41130.68999999997,6,2020
Portugal,57115.99,48976.96,2019-03-27,Books,Celine Tumasian,Aurelie Wren,Mobile,53-3803984,8139.029999999999,3,2019
Luxembourg,72002.26,56996.99,2019-01-17,Appliances,Ilsa Kob,Jocelyn Laurentino,PC,65-0414599,15005.269999999997,1,2019
Sweden,255216.0,211446.46,2019-12-28,Clothing,Maxie Marrow,Tarrah Castelletti,PC,65-4008552,43769.54000000001,12,2019
Bulgaria,42239.66,37039.96,2019-05-17,Smartphones,Charil Alpe,Shermy McGready,PC,61-7979087,5199.700000000004,5,2019
Sweden,139682.07,113212.32,2020-01-18,Games,Maxie Marrow,Anita Woakes,PC,98-4157323,26469.75,1,2020
Netherlands,105678.39,89720.95,2020-07-05,Games,Denice Amberg,Nero Harbisher,Mobile,18-1809309,15957.440000000002,7,2020
Sweden,85156.7,69479.35,2020-05-19,Beauty,Maxie Marrow,Caro Morfield,PC,58-5376153,15677.349999999991,5,2020
Austria,51090.76,40739.77,2020-12-03,Electronics,Orsa Geekin,Bank Coumbe,PC,85-2223377,10350.990000000005,12,2020
UK,308763.51,245714.0,2020-04-12,Outdoors,Jessamine Apark,Winny Agnolo,PC,46-5327740,63049.51000000001,4,2020
Netherlands,138249.77,120277.3,2019-09-08,Games,Denice Amberg,Nero Harbisher,PC,79-1331359,17972.469999999987,9,2019
Sweden,42611.78,35755.54,2020-12-03,Clothing,Maxie Marrow,Tarrah Castelletti,Mobile,16-2824654,6856.239999999998,12,2020
France,141436.98,114691.25,2019-05-26,Outdoors,Othello Bowes,Maighdiln Upcraft,PC,40-5308505,26745.73000000001,5,2019
Portugal,41016.31,32985.32,2019-09-05,Beauty,Celine Tumasian,Corene Shirer,Tablet,84-1745028,8030.989999999998,9,2019
Portugal,144237.38,116111.09,2020-05-11,Books,Celine Tumasian,Hortense Gerring,PC,03-3965480,28126.290000000008,5,2020
Sweden,91350.76,75839.4,2019-04-02,Games,Maxie Marrow,Alyosha Meah,PC,51-5324396,15511.36,4,2019
Denmark,31936.44,27708.06,2020-09-17,Books,Modestia Byfford,Cobby Andersen,PC,46-6076582,4228.379999999997,9,2020
France,79205.19,65423.49,2019-07-05,Games,Othello Bowes,Avrit Chanders,Tablet,45-5157875,13781.700000000004,7,2019
France,111462.88,94130.4,2020-03-09,Outdoors,Othello Bowes,Avrit Chanders,Tablet,70-9378988,17332.48000000001,3,2020
France,85220.83,73767.15,2019-09-15,Beauty,Othello Bowes,Crysta Halls,Tablet,11-8965256,11453.680000000008,9,2019
Sweden,89639.28,77788.97,2019-01-25,Clothing,Maxie Marrow,Madelon Bront,PC,25-6133000,11850.309999999998,1,2019
Portugal,116556.81,95448.37,2020-05-24,Outdoors,Celine Tumasian,Hortense Gerring,PC,95-1195568,21108.440000000002,5,2020
Portugal,179184.12,142433.46,2020-08-05,Appliances,Celine Tumasian,Brynn Dempster,PC,85-1464621,36750.66,8,2020
Finland,55882.12,48561.56,2020-05-20,Clothing,Hube Corey,Mellicent Mattys,PC,24-7985425,7320.560000000005,5,2020
Spain,68288.68,56754.72,2020-09-27,Beauty,Emalia Dinse,Bertha Walbrook,PC,80-4161102,11533.959999999992,9,2020
Sweden,102299.92,81706.95,2019-08-22,Beauty,Maxie Marrow,Alyosha Meah,PC,73-9246627,20592.97,8,2019
France,264149.91,208757.67,2020-12-20,Smartphones,Othello Bowes,Avrit Chanders,PC,32-3994860,55392.23999999996,12,2020
Netherlands,54566.99,43757.27,2020-03-23,Smartphones,Denice Amberg,Nero Harbisher,PC,36-3410564,10809.720000000001,3,2020
Portugal,242192.19,213104.91,2019-02-07,Accessories,Celine Tumasian,Smitty Culverhouse,PC,96-7618409,29087.28,2,2019
Portugal,74364.46,60145.98,2020-01-21,Clothing,Celine Tumasian,Aurelie Wren,Mobile,42-1879788,14218.480000000003,1,2020
Portugal,164117.24,133509.37,2020-05-28,Electronics,Celine Tumasian,Corene Shirer,PC,88-7664123,30607.869999999995,5,2020
Sweden,40831.52,34192.31,2019-04-26,Appliances,Maxie Marrow,Madelon Bront,PC,35-1705563,6639.209999999999,4,2019
Spain,178763.42,146621.76,2019-12-22,Games,Emalia Dinse,Bertha Walbrook,Tablet,15-8765160,32141.660000000003,12,2019
Bulgaria,152231.86,122303.08,2019-08-05,Smartphones,Charil Alpe,Shermy McGready,PC,39-5953116,29928.779999999984,8,2019
UK,96358.45,80700.2,2019-12-06,Outdoors,Jessamine Apark,Genevra Charrisson,PC,75-7848944,15658.25,12,2019
France,116328.75,93365.45,2019-09-27,Appliances,Othello Bowes,Crysta Halls,PC,02-6830973,22963.300000000003,9,2019
Portugal,79288.03,68536.57,2019-08-07,Clothing,Celine Tumasian,Hortense Gerring,PC,95-4281933,10751.459999999992,8,2019
UK,50374.22,44047.22,2019-07-10,Games,Jessamine Apark,Genevra Charrisson,PC,23-3084772,6327.0,7,2019
Ireland,135344.52,117492.58,2019-01-17,Games,Glenine Suttaby,Palm Wetherald,PC,17-4401585,17851.939999999988,1,2019
Portugal,112481.44,96700.29,2020-11-04,Electronics,Celine Tumasian,Hortense Gerring,Mobile,97-6414953,15781.150000000009,11,2020
Finland,41675.01,33765.09,2019-06-25,Beauty,Hube Corey,Wat Bowkley,PC,75-5380350,7909.9200000000055,6,2019
France,173418.59,140746.53,2019-05-19,Electronics,Othello Bowes,Maighdiln Upcraft,PC,03-5073152,32672.059999999998,5,2019
UK,146076.81,123230.4,2019-07-27,Appliances,Jessamine Apark,Genevra Charrisson,PC,94-0623186,22846.410000000003,7,2019
Sweden,179179.73,154936.71,2019-10-22,Books,Maxie Marrow,Anita Woakes,PC,66-5810051,24243.02000000002,10,2019
Portugal,126021.1,101762.04,2020-06-13,Beauty,Celine Tumasian,Hortense Gerring,Mobile,34-8443139,24259.060000000012,6,2020
France,33013.08,26743.9,2020-11-28,Electronics,Othello Bowes,Amelina Piscopiello,PC,89-0300778,6269.18,11,2020
Sweden,156453.01,128494.86,2020-04-10,Clothing,Maxie Marrow,Madelon Bront,PC,48-3484986,27958.15000000001,4,2020
Portugal,165696.9,132275.84,2020-10-22,Electronics,Celine Tumasian,Aurelie Wren,PC,03-0455038,33421.06,10,2020
France,274242.36,227950.25,2020-09-12,Outdoors,Othello Bowes,Amelina Piscopiello,Mobile,80-5258827,46292.109999999986,9,2020
Sweden,97063.22,78067.95,2019-10-19,Appliances,Maxie Marrow,Madelon Bront,Tablet,50-0376562,18995.270000000004,10,2019
Sweden,174919.64,146845.04,2020-03-11,Clothing,Maxie Marrow,Caro Morfield,Mobile,84-2614836,28074.600000000006,3,2020
Portugal,77522.57,64227.45,2019-07-31,Outdoors,Celine Tumasian,Aurelie Wren,Mobile,53-3568171,13295.12000000001,7,2019
Portugal,55790.71,48783.4,2020-08-10,Appliances,Celine Tumasian,Corene Shirer,PC,63-6767584,7007.309999999998,8,2020
Ireland,127591.73,108988.86,2020-04-30,Games,Glenine Suttaby,Palm Wetherald,Mobile,43-7205800,18602.869999999995,4,2020
Portugal,101846.87,88066.99,2019-07-01,Clothing,Celine Tumasian,Aurelie Wren,PC,72-9074281,13779.87999999999,7,2019
France,118021.59,98229.37,2019-04-21,Beauty,Othello Bowes,Maighdiln Upcraft,PC,60-8661261,19792.22,4,2019
UK,66613.31,55462.24,2019-09-25,Electronics,Jessamine Apark,Genevra Charrisson,PC,38-8230515,11151.07,9,2019
UK,91842.59,73979.21,2019-03-29,Games,Jessamine Apark,Genevra Charrisson,PC,84-0565956,17863.37999999999,3,2019
France,108158.8,89328.35,2020-09-10,Appliances,Othello Bowes,Crysta Halls,PC,53-4511393,18830.449999999997,9,2020
Portugal,38982.26,32854.25,2019-12-10,Clothing,Celine Tumasian,Smitty Culverhouse,Mobile,09-3959499,6128.010000000002,12,2019
Portugal,181882.43,149834.75,2019-07-28,Books,Celine Tumasian,Corene Shirer,PC,33-2816759,32047.679999999993,7,2019
Spain,59163.79,50419.38,2019-11-03,Smartphones,Emalia Dinse,Perri Aldersley,Mobile,98-9382686,8744.410000000003,11,2019
France,94925.0,77572.71,2019-09-30,Accessories,Othello Bowes,Avrit Chanders,Mobile,21-2097342,17352.289999999994,9,2019
Sweden,79088.7,67415.21,2020-05-24,Beauty,Maxie Marrow,Tarrah Castelletti,PC,01-6573793,11673.48999999999,5,2020
France,164267.72,139069.05,2020-08-10,Appliances,Othello Bowes,Crysta Halls,PC,51-9052860,25198.670000000013,8,2020
France,156110.4,132584.56,2019-07-22,Beauty,Othello Bowes,Maighdiln Upcraft,PC,18-3315246,23525.839999999997,7,2019
UK,80013.81,65587.32,2020-01-27,Electronics,Jessamine Apark,Winny Agnolo,PC,86-7866497,14426.48999999999,1,2020
Sweden,57347.48,50041.41,2020-12-08,Beauty,Maxie Marrow,Madelon Bront,PC,79-4826735,7306.07,12,2020
Portugal,99518.86,81854.26,2019-12-03,Books,Celine Tumasian,Corene Shirer,PC,29-5158368,17664.600000000006,12,2019
Netherlands,104152.15,85696.39,2019-06-05,Smartphones,Denice Amberg,Nero Harbisher,Mobile,30-8215510,18455.759999999995,6,2019
Portugal,172505.24,139125.48,2020-02-10,Accessories,Celine Tumasian,Brynn Dempster,PC,99-3651863,33379.75999999998,2,2020
Portugal,48763.58,39435.11,2020-07-14,Smartphones,Celine Tumasian,Smitty Culverhouse,PC,29-6521179,9328.470000000001,7,2020
Portugal,65760.39,56672.3,2020-09-10,Smartphones,Celine Tumasian,Aurelie Wren,PC,30-0037690,9088.089999999997,9,2020
Netherlands,200472.46,170181.07,2020-06-19,Electronics,Denice Amberg,Nero Harbisher,PC,98-5774102,30291.389999999985,6,2020
UK,86071.63,71198.45,2019-11-13,Electronics,Jessamine Apark,Genevra Charrisson,Tablet,66-6360568,14873.180000000008,11,2019
Sweden,53957.42,46905.19,2019-05-25,Smartphones,Maxie Marrow,Caro Morfield,PC,71-3278650,7052.229999999996,5,2019
Finland,235608.66,201468.96,2020-07-27,Games,Hube Corey,Wat Bowkley,Tablet,42-8394841,34139.70000000001,7,2020
Finland,52388.85,45641.17,2020-07-31,Electronics,Hube Corey,Mellicent Mattys,PC,55-6785409,6747.68,7,2020
Sweden,133055.04,105366.29,2019-10-11,Books,Maxie Marrow,Tarrah Castelletti,PC,85-9541179,27688.750000000015,10,2019
Portugal,52227.07,45124.19,2019-03-14,Books,Celine Tumasian,Corene Shirer,PC,28-6038070,7102.879999999997,3,2019
France,124534.96,107012.89,2020-07-18,Books,Othello Bowes,Maighdiln Upcraft,PC,45-2229786,17522.070000000007,7,2020
France,174951.18,142690.18,2019-09-18,Clothing,Othello Bowes,Amelina Piscopiello,Mobile,09-7737652,32261.0,9,2019
Portugal,76943.74,62870.73,2019-01-06,Electronics,Celine Tumasian,Smitty Culverhouse,PC,50-0521963,14073.010000000002,1,2019
France,81095.39,64316.75,2020-08-09,Games,Othello Bowes,Avrit Chanders,PC,36-8783637,16778.64,8,2020
Sweden,40385.45,32591.06,2020-07-15,Smartphones,Maxie Marrow,Tarrah Castelletti,PC,81-0573181,7794.389999999996,7,2020
Portugal,161544.06,132579.21,2019-12-09,Clothing,Celine Tumasian,Smitty Culverhouse,PC,00-2549549,28964.850000000006,12,2019
Ireland,37892.58,30010.92,2019-01-21,Electronics,Glenine Suttaby,Palm Wetherald,PC,59-0348389,7881.6600000000035,1,2019
France,78540.62,63987.04,2019-08-10,Clothing,Othello Bowes,Crysta Halls,PC,55-1050582,14553.579999999994,8,2019
Luxembourg,82525.61,68446.74,2019-01-03,Clothing,Ilsa Kob,Jocelyn Laurentino,PC,34-5150360,14078.869999999995,1,2019
Portugal,86083.27,72309.95,2019-11-30,Electronics,Celine Tumasian,Hortense Gerring,PC,80-7090422,13773.320000000007,11,2019
Portugal,97439.36,79773.6,2019-08-08,Games,Celine Tumasian,Brynn Dempster,PC,54-2767741,17665.759999999995,8,2019
France,70657.26,61330.5,2020-05-09,Other,Othello Bowes,Maighdiln Upcraft,PC,34-0783331,9326.759999999995,5,2020
Portugal,155766.23,131529.0,2020-05-27,Games,Celine Tumasian,Aurelie Wren,PC,49-7876403,24237.23000000001,5,2020
Germany,48922.42,39387.44,2020-10-19,Outdoors,Rickard Doogood,Casie MacBain,Tablet,19-9073616,9534.979999999996,10,2020
Ireland,157007.52,126940.58,2019-08-31,Beauty,Glenine Suttaby,Bunnie Tonbridge,PC,72-3928347,30066.939999999988,8,2019
Portugal,40728.28,35669.83,2019-09-22,Beauty,Celine Tumasian,Hortense Gerring,Mobile,42-7027181,5058.449999999997,9,2019
Portugal,152442.32,122258.74,2020-06-10,Electronics,Celine Tumasian,Aurelie Wren,PC,04-6161825,30183.58,6,2020
Bulgaria,158011.3,137390.83,2019-11-27,Beauty,Charil Alpe,Bernadine Fullagar,PC,40-8287610,20620.47,11,2019
Finland,65211.07,56883.62,2020-10-28,Games,Hube Corey,Mellicent Mattys,PC,60-8083173,8327.449999999997,10,2020
Spain,42814.57,35356.27,2019-01-02,Beauty,Emalia Dinse,Perri Aldersley,PC,68-1806238,7458.300000000003,1,2019
Italy,118409.59,96030.18,2020-06-10,Games,Piggy Roscrigg,Joshua Prevost,PC,73-4380400,22379.410000000003,6,2020
Sweden,33617.03,26614.6,2020-07-04,Appliances,Maxie Marrow,Madelon Bront,PC,49-8489293,7002.43,7,2020
Finland,205582.75,166748.17,2020-12-22,Beauty,Hube Corey,Wat Bowkley,PC,64-4923214,38834.57999999999,12,2020
France,80431.34,69774.19,2019-07-22,Beauty,Othello Bowes,Crysta Halls,PC,32-5562588,10657.149999999994,7,2019
Portugal,75912.59,60145.55,2019-10-14,Outdoors,Celine Tumasian,Corene Shirer,Mobile,35-4712641,15767.039999999994,10,2019
Sweden,145558.0,116257.18,2019-12-20,Clothing,Maxie Marrow,Tarrah Castelletti,Tablet,15-5167065,29300.820000000007,12,2019
Portugal,59670.68,51269.05,2019-10-09,Appliances,Celine Tumasian,Aurelie Wren,PC,32-2110689,8401.629999999997,10,2019
Portugal,89830.34,76795.96,2019-04-19,Games,Celine Tumasian,Aurelie Wren,Tablet,94-8641337,13034.37999999999,4,2019
Sweden,103638.67,84030.23,2020-10-22,Electronics,Maxie Marrow,Anita Woakes,PC,24-6905998,19608.440000000002,10,2020
Portugal,123424.43,98171.79,2019-11-04,Clothing,Celine Tumasian,Corene Shirer,PC,82-2837449,25252.64,11,2019
France,86050.61,75569.65,2020-03-09,Clothing,Othello Bowes,Crysta Halls,PC,46-4560578,10480.960000000006,3,2020
France,119156.18,100710.8,2019-08-20,Beauty,Othello Bowes,Ora Grennan,PC,19-5610175,18445.37999999999,8,2019
Netherlands,99731.4,84731.8,2020-12-01,Electronics,Denice Amberg,Nero Harbisher,PC,81-9170157,14999.599999999991,12,2020
Portugal,101321.52,86710.96,2019-02-17,Games,Celine Tumasian,Brynn Dempster,PC,53-1326953,14610.559999999998,2,2019
Portugal,53485.0,46713.8,2020-02-18,Clothing,Celine Tumasian,Corene Shirer,PC,75-6038587,6771.199999999997,2,2020
Finland,200635.57,172245.64,2019-11-12,Clothing,Hube Corey,Wat Bowkley,PC,94-8026718,28389.929999999993,11,2019
UK,242526.0,212113.24,2019-03-06,Clothing,Jessamine Apark,Winny Agnolo,PC,09-3668672,30412.76000000001,3,2019
Sweden,57913.36,48693.55,2019-11-09,Games,Maxie Marrow,Alyosha Meah,PC,90-2797129,9219.809999999998,11,2019
Sweden,325331.99,264592.51,2019-12-23,Games,Maxie Marrow,Caro Morfield,Mobile,57-4142025,60739.47999999998,12,2019
France,40148.49,31954.18,2019-02-02,Electronics,Othello Bowes,Amelina Piscopiello,PC,88-8981595,8194.309999999998,2,2019
UK,59043.39,48876.12,2020-10-27,Smartphones,Jessamine Apark,Genevra Charrisson,PC,35-0548738,10167.269999999997,10,2020
Sweden,72757.01,63378.63,2020-05-03,Other,Maxie Marrow,Alyosha Meah,PC,96-5143420,9378.379999999997,5,2020
UK,74295.81,63716.09,2019-11-04,Games,Jessamine Apark,Genevra Charrisson,PC,85-8092784,10579.720000000001,11,2019
Luxembourg,172397.66,139986.9,2019-01-27,Clothing,Ilsa Kob,Jocelyn Laurentino,PC,47-8186791,32410.76000000001,1,2019
Portugal,137562.42,112140.88,2020-04-14,Clothing,Celine Tumasian,Hortense Gerring,PC,80-5941460,25421.540000000008,4,2020
France,109562.5,89917.94,2020-05-08,Appliances,Othello Bowes,Maighdiln Upcraft,PC,67-3672347,19644.559999999998,5,2020
UK,73727.91,64047.44,2020-11-10,Books,Jessamine Apark,Winny Agnolo,PC,92-5154775,9680.470000000001,11,2020
Belgium,152370.57,128478.86,2019-11-20,Games,Lambert Norheny,Collin Mackness,PC,61-8262308,23891.710000000006,11,2019
France,174392.33,141449.62,2020-03-08,Smartphones,Othello Bowes,Ora Grennan,PC,34-4313860,32942.70999999999,3,2020
Ireland,271465.15,217959.37,2019-03-07,Electronics,Glenine Suttaby,Bunnie Tonbridge,Mobile,44-9239029,53505.78000000003,3,2019
France,111557.68,92470.16,2020-02-15,Books,Othello Bowes,Crysta Halls,PC,61-0532585,19087.51999999999,2,2020
Portugal,87513.27,72469.74,2020-05-03,Books,Celine Tumasian,Corene Shirer,Mobile,16-9079414,15043.529999999999,5,2020
France,107586.21,94525.24,2020-07-06,Electronics,Othello Bowes,Amelina Piscopiello,PC,20-3384992,13060.970000000001,7,2020
France,34771.79,28509.39,2020-03-19,Smartphones,Othello Bowes,Maighdiln Upcraft,PC,45-5963143,6262.4000000000015,3,2020
Sweden,168530.22,136981.36,2020-05-16,Appliances,Maxie Marrow,Tarrah Castelletti,PC,34-9966345,31548.860000000015,5,2020
UK,166380.74,146049.01,2020-06-23,Smartphones,Jessamine Apark,Genevra Charrisson,PC,15-2948501,20331.72999999998,6,2020
Portugal,170408.23,143432.61,2020-03-11,Clothing,Celine Tumasian,Aurelie Wren,Mobile,61-7521706,26975.620000000024,3,2020
UK,92179.76,74794.66,2020-07-25,Beauty,Jessamine Apark,Jay Morefield,Tablet,99-9021526,17385.09999999999,7,2020
Sweden,204484.61,177308.61,2019-06-16,Games,Maxie Marrow,Caro Morfield,Tablet,71-4782689,27176.0,6,2019
Finland,27824.83,23517.55,2019-06-09,Games,Hube Corey,Wat Bowkley,PC,61-4610981,4307.2800000000025,6,2019
Portugal,194326.7,169005.93,2019-07-07,Books,Celine Tumasian,Hortense Gerring,Mobile,42-5303223,25320.77000000002,7,2019
Portugal,59691.71,49239.69,2019-06-17,Other,Celine Tumasian,Hortense Gerring,PC,60-6055725,10452.019999999997,6,2019
UK,256388.08,212058.58,2019-05-12,Appliances,Jessamine Apark,Jay Morefield,Mobile,44-2994974,44329.5,5,2019
Portugal,84598.68,72391.09,2020-04-28,Clothing,Celine Tumasian,Brynn Dempster,PC,98-5721101,12207.589999999997,4,2020
France,116206.87,93104.94,2019-04-15,Games,Othello Bowes,Amelina Piscopiello,PC,34-6603897,23101.929999999993,4,2019
Portugal,74231.25,61604.51,2019-11-11,Beauty,Celine Tumasian,Brynn Dempster,Mobile,99-7842298,12626.739999999998,11,2019
Bulgaria,80328.16,65836.96,2020-09-23,Games,Charil Alpe,Bernadine Fullagar,PC,45-3965395,14491.199999999997,9,2020
France,32661.62,27922.42,2020-08-02,Electronics,Othello Bowes,Amelina Piscopiello,PC,24-7300640,4739.200000000001,8,2020
France,85223.07,73002.08,2019-09-15,Beauty,Othello Bowes,Maighdiln Upcraft,PC,58-7865136,12220.990000000005,9,2019
Sweden,39457.34,32793.0,2020-10-20,Beauty,Maxie Marrow,Anita Woakes,PC,98-3280428,6664.3399999999965,10,2020
Portugal,87085.71,76548.34,2020-08-27,Outdoors,Celine Tumasian,Smitty Culverhouse,PC,86-9456489,10537.37000000001,8,2020
Ireland,130242.41,113050.41,2020-12-30,Smartphones,Glenine Suttaby,Palm Wetherald,PC,70-7426559,17192.0,12,2020
Portugal,74790.02,64992.53,2020-06-19,Beauty,Celine Tumasian,Corene Shirer,PC,82-2840501,9797.490000000005,6,2020
Portugal,79874.42,68132.88,2020-11-14,Outdoors,Celine Tumasian,Smitty Culverhouse,PC,24-4511396,11741.539999999994,11,2020
France,19814.86,16787.15,2020-03-20,Appliances,Othello Bowes,Avrit Chanders,PC,84-0460695,3027.709999999999,3,2020
UK,203958.16,176444.2,2020-02-12,Appliances,Jessamine Apark,Genevra Charrisson,PC,09-3404706,27513.959999999992,2,2020
Denmark,65822.05,54790.27,2020-11-11,Clothing,Modestia Byfford,Case Desorts,PC,75-3776704,11031.780000000006,11,2020
France,58416.11,48076.46,2020-05-16,Appliances,Othello Bowes,Maighdiln Upcraft,PC,47-5051773,10339.650000000001,5,2020
Portugal,59378.97,52176.3,2020-04-25,Appliances,Celine Tumasian,Corene Shirer,PC,56-2783503,7202.669999999998,4,2020
Sweden,73773.6,58421.31,2020-01-21,Books,Maxie Marrow,Caro Morfield,Mobile,78-7812852,15352.290000000008,1,2020
Sweden,44029.07,38344.92,2019-09-09,Other,Maxie Marrow,Alyosha Meah,PC,87-9980890,5684.1500000000015,9,2019
France,51504.5,44592.6,2019-09-22,Appliances,Othello Bowes,Amelina Piscopiello,PC,17-3240628,6911.9000000000015,9,2019
France,56068.7,47378.05,2019-06-02,Games,Othello Bowes,Ora Grennan,PC,24-2679038,8690.649999999994,6,2019
Portugal,129022.02,104585.25,2020-06-20,Electronics,Celine Tumasian,Corene Shirer,PC,51-2167412,24436.770000000004,6,2020
UK,123751.91,102590.33,2019-11-18,Smartphones,Jessamine Apark,Jay Morefield,PC,76-2146784,21161.58,11,2019
Germany,153011.39,131543.89,2019-09-13,Appliances,Rickard Doogood,Casie MacBain,PC,99-0564964,21467.5,9,2019
Italy,44232.84,38880.67,2020-02-20,Books,Piggy Roscrigg,Joshua Prevost,Tablet,67-7432229,5352.169999999998,2,2020
Portugal,51416.24,43338.75,2020-04-15,Smartphones,Celine Tumasian,Aurelie Wren,PC,15-0224516,8077.489999999998,4,2020
France,78629.19,63359.4,2019-02-21,Appliances,Othello Bowes,Amelina Piscopiello,Mobile,92-3687989,15269.79,2,2019
Portugal,95566.43,80342.7,2019-07-05,Clothing,Celine Tumasian,Hortense Gerring,PC,59-5568557,15223.729999999996,7,2019
UK,123272.44,101576.49,2019-01-20,Clothing,Jessamine Apark,Genevra Charrisson,Tablet,99-5465830,21695.949999999997,1,2019
UK,34748.75,27475.84,2020-09-27,Smartphones,Jessamine Apark,Genevra Charrisson,Tablet,84-9385946,7272.91,9,2020
Denmark,109892.92,89441.85,2020-06-05,Books,Modestia Byfford,Cobby Andersen,PC,82-1337530,20451.069999999992,6,2020
Sweden,177993.88,145029.41,2019-02-12,Outdoors,Maxie Marrow,Alyosha Meah,Tablet,71-0122842,32964.47,2,2019
Portugal,243176.92,202250.24,2020-03-07,Appliances,Celine Tumasian,Hortense Gerring,PC,81-5976459,40926.68000000002,3,2020
Ireland,31966.82,26593.2,2020-08-24,Appliances,Glenine Suttaby,Palm Wetherald,PC,21-2965409,5373.619999999999,8,2020
Sweden,64053.77,54733.95,2020-01-09,Beauty,Maxie Marrow,Anita Woakes,PC,75-6638402,9319.82,1,2020
Germany,36747.24,31900.28,2019-01-19,Accessories,Rickard Doogood,Casie MacBain,PC,81-9757849,4846.959999999999,1,2019
Sweden,116548.17,92119.67,2020-05-05,Clothing,Maxie Marrow,Anita Woakes,PC,03-3136289,24428.5,5,2020
Bulgaria,98963.03,80367.88,2020-12-10,Accessories,Charil Alpe,Bernadine Fullagar,PC,20-0021649,18595.149999999994,12,2020
Ireland,126409.18,104692.08,2020-04-10,Smartphones,Glenine Suttaby,Bunnie Tonbridge,PC,32-9007470,21717.09999999999,4,2020
UK,124537.47,105881.76,2019-09-24,Clothing,Jessamine Apark,Winny Agnolo,PC,63-0694419,18655.710000000006,9,2019
UK,159052.7,127926.09,2019-01-06,Games,Jessamine Apark,Genevra Charrisson,PC,75-7245546,31126.610000000015,1,2019
Denmark,58948.52,49416.54,2020-05-20,Clothing,Modestia Byfford,Case Desorts,PC,98-9112505,9531.979999999996,5,2020
Italy,37636.91,30847.21,2020-03-16,Appliances,Piggy Roscrigg,Joshua Prevost,Mobile,78-8602908,6789.700000000004,3,2020
Bulgaria,149372.32,130611.16,2020-12-20,Electronics,Charil Alpe,Shermy McGready,Mobile,63-6848448,18761.160000000003,12,2020
UK,124234.91,98244.97,2020-09-19,Outdoors,Jessamine Apark,Genevra Charrisson,PC,56-7081196,25989.940000000002,9,2020
Portugal,120453.52,97218.04,2019-11-02,Beauty,Celine Tumasian,Brynn Dempster,PC,00-3338378,23235.48000000001,11,2019
Portugal,50796.04,44090.96,2019-09-21,Books,Celine Tumasian,Hortense Gerring,PC,05-2359767,6705.080000000002,9,2019
Finland,116563.4,92807.78,2019-09-26,Games,Hube Corey,Wat Bowkley,Mobile,28-6585323,23755.619999999995,9,2019
France,19366.75,15857.49,2020-03-28,Games,Othello Bowes,Avrit Chanders,PC,01-6107437,3509.26,3,2020
France,96613.06,79242.03,2019-04-24,Books,Othello Bowes,Ora Grennan,PC,03-7559332,17371.03,4,2019
Portugal,296465.56,257480.34,2019-11-07,Clothing,Celine Tumasian,Smitty Culverhouse,PC,58-7703341,38985.22,11,2019
Finland,35619.28,28192.66,2019-08-01,Electronics,Hube Corey,Wat Bowkley,PC,18-8528486,7426.619999999999,8,2019
France,133985.91,116741.92,2019-01-15,Clothing,Othello Bowes,Amelina Piscopiello,PC,48-3190394,17243.990000000005,1,2019
Netherlands,119858.15,99997.65,2020-11-19,Electronics,Denice Amberg,Nero Harbisher,PC,10-0386535,19860.5,11,2020
Portugal,85390.17,74400.46,2019-01-25,Electronics,Celine Tumasian,Brynn Dempster,PC,14-4225824,10989.709999999992,1,2019
Bulgaria,124611.61,107776.58,2020-09-19,Electronics,Charil Alpe,Shermy McGready,PC,86-0928074,16835.03,9,2020
Finland,161984.91,138237.92,2020-08-06,Appliances,Hube Corey,Mellicent Mattys,PC,59-9184649,23746.98999999999,8,2020
Belgium,76183.74,61617.41,2019-03-06,Clothing,Lambert Norheny,Collin Mackness,Mobile,39-5658730,14566.330000000002,3,2019
Sweden,112228.82,97470.73,2019-09-15,Outdoors,Maxie Marrow,Madelon Bront,PC,75-9585763,14758.090000000011,9,2019
Portugal,97291.62,76899.3,2020-02-01,Clothing,Celine Tumasian,Hortense Gerring,PC,63-0813030,20392.319999999992,2,2020
